"labels","text"
"NOT-1stPerson","Usf is a tobacco free campus yet my professor was outside smoking a cigaret today"
"NOT-1stPerson","Vape Empe pamataaaay"
"NOT-1stPerson","vape addictive"
"NOT-1stPerson","vape and dab for me daddy"
"1stPerson","Vape at Home cigarettes at work"
"NOT-1stPerson","Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Atomiseur Steam Crave Aromizer Plus RDTA 30mm 27 02 """
"NOT-1stPerson","Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""SXK 1vp me 133w TC box mod 177 53"
"NOT-1stPerson","Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Box 133 Think Vape 133 watt TC 71 20"
"NOT-1stPerson","Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Coupon promotionnel"
"NOT-1stPerson","Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Joyetech Evic Primo 2 0 228w TC box mod"
"NOT-1stPerson","Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Atomiseur Engine RT"
"NOT-1stPerson","Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Vape deals alert ""Hcigar Maze RDA"
"NOT-1stPerson","Vape god"
"NOT-1stPerson","Vape juice supplies running low in the Solomon Islands pray for voodoo"
"1stPerson","vape my life away"
"NOT-1stPerson","Vape Nation"
"NOT-1stPerson","Vape Nation More like Vape Nathan"
"NOT-1stPerson","Vape on -MENTION-"
"NOT-1stPerson","vape on creamy"
"NOT-1stPerson","vape on my dead body"
"NOT-1stPerson","Vape shops selling dabs now i guess they are trying to expand the business"
"NOT-1stPerson","Vape showcase part 2 today"
"1stPerson","Vaped"
"NOT-1stPerson","Vapeing away ur feelings"
"1stPerson","Vapeing coffee and donuts B )"
"1stPerson","vapeing is so werid yet kind of satisfying"
"1stPerson","vapeing is the best thing since sliced bread"
"1stPerson","Vapeing so as to be cool"
"1stPerson","Vapeing Drinking amp Drakeing"
"NOT-1stPerson","Vaping drinking and kissing is the recipe for a cough"
"1stPerson","Vaping ain't cheap"
"NOT-1stPerson","Vaping at #LAX use #JUUL #weed at lax #ERA #bloomfarms and #paxlabs have you covered"
"1stPerson","Vaping at the footy game cunt"
"NOT-1stPerson","Vaping Avant Garde E Liquid Red ice today #vapefam #vapeuk"
"NOT-1stPerson","Vaping G ma sounds like an IG meme account but it's really just someone I saw at New York botanical garden"
"1stPerson","Vaping has become my life"
"1stPerson","Vaping huge clouds in the doctor's office listening to Prince #1999 chillin on my phone getting paid"
"NOT-1stPerson","vaping idols on my timeline"
"NOT-1stPerson","Vaping is acceptable under zero circumstances"
"NOT-1stPerson","Vaping is drinking coffee from a cup Smoking is injecting caffeine with a dirty needle"
"NOT-1stPerson","Vaping is HARAM A Malaysian Muslim girl age10 wear headscarf smoking E cigrattes Malaysia Boleh"
"NOT-1stPerson","vaping is honestly so funny like we'll just be chillin and see a fucking cloud in the living room"
"1stPerson","vaping is how u get me to laugh"
"NOT-1stPerson","vaping is punk"
"NOT-1stPerson","Vaping is so dumb and immature just like guys that makes sense now"
"NOT-1stPerson","vaping is so sorry"
"NOT-1stPerson","Vaping is so weird and funny"
"NOT-1stPerson","Vaping is soooooo fuuuuuuckiiiiimg stuuuupiiiiiid"
"NOT-1stPerson","Vaping is super gay"
"NOT-1stPerson","vaping is the official language of frat boys"
"NOT-1stPerson","Vaping isn't a meme in Korea I'm considered cool and hip"
"1stPerson","vaping my sadness"
"1stPerson","vaping my stress away"
"NOT-1stPerson","Vaping needs to be BANNED Ginormous mushroom clouds of fruit smelling shit in my face no thanks"
"NOT-1stPerson","Vaping nerds talking chess arrive in an ethically non monogamous way"
"1stPerson","vaping on skateboards"
"1stPerson","Vaping outside and looking up at the stars"
"1stPerson","Vaping outside the Jane Austen house"
"NOT-1stPerson","Vaping resembles nothing so much as fellating C3PO"
"NOT-1stPerson","Vaping Safes Life's gt End Ciggaret Smoking"
"1stPerson","VAPING SAVED MY LIFE"
"1stPerson","Vaping saved my life Fax no printer"
"1stPerson","Vaping session with hulo trops"
"1stPerson","Vaping the dorm's lounge #WhiteCrime"
"1stPerson","vaping to ginger"
"1stPerson","Vaping with a cough drop is soooo soothing"
"1stPerson","Vaping with the neighborhood kids"
"NOT-1stPerson","Vending machines in Japan sell beer hot and cold canned coffee cigarettes and other items #JapanFact"
"1stPerson","Victory cigarettes sure are smooth Taste the freedom with every puff #1984"
"NOT-1stPerson","View my cigar blog daily thanks"
"NOT-1stPerson","Viktor listening to Melanie Martinez at 3 am repeatedly trying to light a cigarette on a fake candle"
"NOT-1stPerson","Virginia Slim and Benson and Hedges"
"NOT-1stPerson","wah boek a pack of cigarettes is now RM21 50"
"1stPerson","Wah fuck haven't smoked in 3 days Wanna buy cigg but never bring lighter"
"NOT-1stPerson","waitin on the sunshine so i can do yoga and smoke cigs w my friends ("
"1stPerson","Waiting for mother to come home with my mac and cigg gt lt"
"1stPerson","wake up from a nap smoke some oil smoke a cigarette smoke some more oil eat repeat"
"NOT-1stPerson","Wake up vape up"
"NOT-1stPerson","Wake up vape up #yeah #k"
"NOT-1stPerson","Waking up and vaping just ain't the same as waking up and smoking a cigarette"
"NOT-1stPerson","walked in the bathroom to two girls vaping wow I love jvs"
"NOT-1stPerson","walked past my mailman who caught me smoking once hahaha"
"NOT-1stPerson","walking behind someone smoking a bubble gum flavored vape just to feel"
"1stPerson","Walking down the middle of the road smoking a cig So peaceful"
"NOT-1stPerson","Walking downwind of a pipe smoker isn't the best way to start the day Who even smokes a pipe anymore #Sherlock #walkingtowork"
"1stPerson","Walking the rainy streets of Lisbon while listening to Unsane with rolling tobacco"
"NOT-1stPerson","Wanna #quit #smoking Consider #Vaping Cigarette free since last Friday night here and doing AWESOME I haven't killed anyone either LOL"
"1stPerson","Wanna smoke a cig Do not want anything to do with pants Ugh Summer where u at"
"1stPerson","Wanna smoke rn"
"1stPerson","Wants to lay down in bed to smoke a cigarette can't risk falling asleep"
"NOT-1stPerson","War Machine by AC DC is #nowplaying in The Smoke Haus Cardiff Cardiff"
"NOT-1stPerson","warning the administration injected all juul pods with helium"
"NOT-1stPerson","was driving home from the beach earlier and saw my ex smoking a cig leaning on his car lookin kinda glum hang in there buddy )"
"NOT-1stPerson","Wasn't bruh smoking sherm while all this is going down too"
"1stPerson","Wasn't expecting sheer ice on my smoke break and fell right over Luckily enough my cigarette made it out alive Holy shit I'm sick of cold"
"1stPerson","WASNT IT ENOUGH TO FORGET MY CIGG AND NOW MY PORTABLE"
"NOT-1stPerson","waste 10 on earpiece knn could've buy ciggs"
"1stPerson","Wasted my whole summer Time card in and out Got addicted to cig ar ett es"
"NOT-1stPerson","Watch Cigana representatives ambush a person on the street and impress them by showing our ECigarette Visit bit"
"NOT-1stPerson","Watch Hochanda TV on Thursday 30th March 2017 to learn Colouricious Embroidered Block Printing featuring India shisha aka indian mirrors"
"1stPerson","Watching movies an smoking hookah"
"NOT-1stPerson","Watching my friends smoking hookah over hangouts"
"NOT-1stPerson","Watching people put wax and kief and stuff on cancer sticks makes me cry what a waste"
"NOT-1stPerson","We all have that friend who smokes and becomes a philosopher all of a sudden"
"NOT-1stPerson","we are very sensitive to vaping please use caution"
"NOT-1stPerson","We get it you vape"
"NOT-1stPerson","We get it We fuckin get it lol You don't drink or smoke because you enjoy living your life like a fuckin pussy Thank you for the reminder"
"NOT-1stPerson","We got smoke for F R E E smoke you like a QP"
"1stPerson","We just pray and hookah"
"1stPerson","We out here struggling with this hookah lmfaooooo"
"1stPerson","we out here bar scene alone with my ecig and crippling depression to accompany me"
"1stPerson","we out to the hookah bar"
"NOT-1stPerson","We put a vaping pen on a Basque Shepherd Dog and it raised the bar"
"1stPerson","We really shut this hookah bar down every time"
"NOT-1stPerson","We're now also a head shop Come and see all the new stuff #clouds #ecigs #vape #followtherules"
"NOT-1stPerson","We've had the bunny for an hour and ismari has already vaped on her"
"1stPerson","We've just been sitting outside at work rippin cigs cuz 71 in march"
"1stPerson","wearing green rubber boots in a bathtub filled with kerosene smoking a cig"
"1stPerson","Wee Cigarette Drink Dance Food Sleep Regretting this tweet in the morning"
"1stPerson","Well I am going outside to finish my cigarette and get a little sun on this thin spot in my head"
"NOT-1stPerson","well Twitter I'm officially single ex boyfriend chose vaping over me #storyofmylife"
"1stPerson","Well it'stuesday and its already been a long rough week so vaping and a few drinks is what i need"
"NOT-1stPerson","Well you sure look chipper for being out of cigs"
"1stPerson","Went to a hookah lounge today was actually a good day"
"NOT-1stPerson","Wha t would happen if i put a lit cigarette in my entire life"
"1stPerson","What a great decision to stay in clean watch NBA and play Xbox Now Dave chappelle and a cigar"
"NOT-1stPerson","What an arrogant twat How DARE u think it's okay 2 buy beer n fags out of benefits I work 2 p t jobs4min wage We don't go out #benefitcap"
"NOT-1stPerson","What are y'all vaping right now Reply with pics"
"NOT-1stPerson","What could have possibly possessed you gore o tsene ka dump ya cheap cigarettes no ntlong Ungenwe yini"
"NOT-1stPerson","what do i replace the cigarettes with"
"NOT-1stPerson","What does the ETOH industry have in common with other industries ie tobacco mining guns etc and customise for the circumstance #imia17"
"NOT-1stPerson","What ever happened to good neighbors Can't even borrow a cup of vape juice without people getting weird"
"NOT-1stPerson","What if McDonald's sold tobacco products"
"NOT-1stPerson","WHAT IF THE POPE BLASTED CIGS"
"NOT-1stPerson","What is Philip Schofield at doing shisha hahahhahaha"
"NOT-1stPerson","What kind of Vaping content do you like the best #vape #vaping #ecig #survey #reviews #mod #tank #ecigarette #vapeon #vapelife #vapor"
"NOT-1stPerson","What The Cigaret"
"NOT-1stPerson","What the fuck is so cool about smoking Like seriously I don't get it at all"
"1stPerson","What the fuck my life has become smoking a hookah and listening to The Allman Brothers on vinyl at 435 am"
"1stPerson","What time will the EU receive the A 50 letter i've a large cigar amp a bottle of bubbly i've been saving for the occaison #bbcnews #skynews"
"NOT-1stPerson","What will -MENTION- be in 10 years My bet #healthcare #biotech company specialised on inhaling #RRP #transition #tobacco #marlboro"
"NOT-1stPerson","What's the best flavor of sheesha here -MENTION-"
"NOT-1stPerson","What's Eating Gilbert Vape -MENTION- #MoviesThatStink"
"NOT-1stPerson","What's the definition of blem please I only know it to mean a cigarette"
"NOT-1stPerson","What's the difference between an e cigarette and vaping The doucheyness of the user"
"1stPerson","What's the littest hookah bar from Royal Oak to Ann Arbor area"
"NOT-1stPerson","What's the point of hubbly or whatever it's called That thing is just as corny as vaping"
"NOT-1stPerson","What's the point of vaping lol"
"NOT-1stPerson","What's up with girls who identify with mermaids a little too much and smoke a lot of"
"NOT-1stPerson","what's wrong with that cigarette"
"NOT-1stPerson","What's your favorite vape product and why #ecig #ecigarette #ecigar #vape #cigar"
"NOT-1stPerson","whats worse edating or vaping"
"1stPerson","when bro aint here in town i b smoking by myself shit suuuuckkssss"
"NOT-1stPerson","When I opened it Steve said it looked like tobacco"
"NOT-1stPerson","When somebody hit the hookah and starts coughing like it's weed lmaooo"
"NOT-1stPerson","When the bartender is smoking a cig you know you're at the right place"
"NOT-1stPerson","When two rude ass rednecks come into your work bitching that you don't have their cigarettes so you just tell them to get out lol"
